Position: x = 0.00240719, y = 0.00485368
Position: x = -4.71015, y = -5.82999
Position: x = -4.70205, y = -5.84823
Position: x = -4.69435, y = -5.86651
Position: x = -4.68692, y = -5.88497
Position: x = -4.67963, y = -5.90381
Position: x = -4.67283, y = -5.92247
Position: x = -4.66636, y = -5.94112
Position: x = -4.6599, y = -5.96014
Position: x = -4.65363, y = -5.97911
Position: x = -4.6476, y = -5.99812
Position: x = -4.64197, y = -6.01709
Position: x = -4.63639, y = -6.03613
Position: x = -4.63073, y = -6.05545
Position: x = -4.62531, y = -6.07459
Position: x = -4.62009, y = -6.09372
Position: x = -4.615, y = -6.11295
Position: x = -4.60979, y = -6.13241
Position: x = -4.60478, y = -6.15168
Position: x = -4.60011, y = -6.17064
Position: x = -4.59538, y = -6.18979
Position: x = -4.59046, y = -6.20935
Position: x = -4.58579, y = -6.22871
Position: x = -4.58113, y = -6.24815
Position: x = -4.57664, y = -6.26739
Position: x = -4.57197, y = -6.28682
Position: x = -4.5672, y = -6.3063
Position: x = -4.56253, y = -6.32562
Position: x = -4.55778, y = -6.3449
Position: x = -4.55299, y = -6.36408
Position: x = -4.54802, y = -6.38327
Position: x = -4.54267, y = -6.40262
Position: x = -4.5373, y = -6.42179
Position: x = -4.53167, y = -6.4409
Position: x = -4.52591, y = -6.45983
Position: x = -4.51983, y = -6.47874
Position: x = -4.51328, y = -6.49771
Position: x = -4.50655, y = -6.51649
Position: x = -4.49947, y = -6.53515
Position: x = -4.49202, y = -6.5537
Position: x = -4.48421, y = -6.57205
Position: x = -4.4761, y = -6.59015
Position: x = -4.46744, y = -6.60818
Position: x = -4.45839, y = -6.62597
Position: x = -4.44888, y = -6.64352
Position: x = -4.43888, y = -6.66087
Position: x = -4.42854, y = -6.67781
Position: x = -4.41792, y = -6.69427
Position: x = -4.40693, y = -6.7103
Position: x = -4.39545, y = -6.72602
Position: x = -4.38354, y = -6.74133
Position: x = -4.37126, y = -6.75615
Position: x = -4.35843, y = -6.77057
Position: x = -4.3451, y = -6.78456
Position: x = -4.33147, y = -6.7979
Position: x = -4.31724, y = -6.81077
Position: x = -4.30252, y = -6.82315
Position: x = -4.28736, y = -6.83494
Position: x = -4.27171, y = -6.84605
Position: x = -4.25563, y = -6.85662
Position: x = -4.23926, y = -6.86647
Position: x = -4.22236, y = -6.87573
Position: x = -4.20522, y = -6.88441
Position: x = -4.18776, y = -6.8926
Position: x = -4.17003, y = -6.90011
Position: x = -4.15196, y = -6.90693
Position: x = -4.13348, y = -6.91326
Position: x = -4.11494, y = -6.91907
Position: x = -4.09613, y = -6.92447
Position: x = -4.07723, y = -6.9295
Position: x = -4.05818, y = -6.93421
Position: x = -4.03919, y = -6.93867
Position: x = -4.01989, y = -6.94266
Position: x = -4.00042, y = -6.94637
Position: x = -3.98087, y = -6.94982
Position: x = -3.96124, y = -6.95276
Position: x = -3.94147, y = -6.95503
Position: x = -3.92185, y = -6.95692
Position: x = -3.9021, y = -6.95807
Position: x = -3.88227, y = -6.95847
Position: x = -3.86244, y = -6.95813
Position: x = -3.84263, y = -6.95728
Position: x = -3.82275, y = -6.95581
Position: x = -3.8031, y = -6.95408
Position: x = -3.78334, y = -6.95167
Position: x = -3.7638, y = -6.94894
Position: x = -3.74415, y = -6.94562
Position: x = -3.72461, y = -6.94196
Position: x = -3.70517, y = -6.93795
Position: x = -3.68578, y = -6.93353
Position: x = -3.66649, y = -6.92869
Position: x = -3.64724, y = -6.92356
Position: x = -3.62808, y = -6.91819
Position: x = -3.60894, y = -6.91251
Position: x = -3.58997, y = -6.90666
Position: x = -3.57095, y = -6.90039
Position: x = -3.55216, y = -6.89402
Position: x = -3.53333, y = -6.88725
Position: x = -3.5147, y = -6.88038
Position: x = -3.49605, y = -6.8732
Position: x = -3.47747, y = -6.86583
Position: x = -3.45896, y = -6.85832
Position: x = -3.44045, y = -6.85062
Position: x = -3.42198, y = -6.84279
Position: x = -3.40358, y = -6.83492
Position: x = -3.38515, y = -6.82693
Position: x = -3.36676, y = -6.81893
Position: x = -3.34832, y = -6.81085
Position: x = -3.33008, y = -6.80297
Position: x = -3.31179, y = -6.79507
Position: x = -3.29358, y = -6.78728
Position: x = -3.27526, y = -6.77941
Position: x = -3.25677, y = -6.7715
Position: x = -3.23843, y = -6.76381
Position: x = -3.22003, y = -6.75621
Position: x = -3.20167, y = -6.74886
Position: x = -3.18312, y = -6.74152
Position: x = -3.16441, y = -6.73425
Position: x = -3.14581, y = -6.72739
Position: x = -3.12713, y = -6.72079
Position: x = -3.10802, y = -6.71421
Position: x = -3.08908, y = -6.708
Position: x = -3.07005, y = -6.70214
Position: x = -3.05096, y = -6.69666
Position: x = -3.03161, y = -6.69141
Position: x = -3.01221, y = -6.68647
Position: x = -2.99275, y = -6.68194
Position: x = -2.97308, y = -6.67774
Position: x = -2.95308, y = -6.674
Position: x = -2.93321, y = -6.67037
Position: x = -2.91313, y = -6.66709
Position: x = -2.89288, y = -6.66429
Position: x = -2.87258, y = -6.66205
Position: x = -2.85217, y = -6.66046
Position: x = -2.83173, y = -6.65949
Position: x = -2.8112, y = -6.65927
Position: x = -2.79086, y = -6.65955
Position: x = -2.77053, y = -6.66055
Position: x = -2.75027, y = -6.66229
Position: x = -2.73001, y = -6.66492
Position: x = -2.70982, y = -6.66835
Position: x = -2.68999, y = -6.67226
Position: x = -2.67032, y = -6.67688
Position: x = -2.65087, y = -6.68218
Position: x = -2.63154, y = -6.68823
Position: x = -2.61231, y = -6.69516
Position: x = -2.59369, y = -6.70242
Position: x = -2.57534, y = -6.71047
Position: x = -2.55703, y = -6.7195
Position: x = -2.53931, y = -6.72895
Position: x = -2.52238, y = -6.73865
Position: x = -2.50531, y = -6.74958
Position: x = -2.48878, y = -6.76102
Position: x = -2.47279, y = -6.77304
Position: x = -2.45723, y = -6.78567
Position: x = -2.44202, y = -6.79887
Position: x = -2.4274, y = -6.81253
Position: x = -2.41342, y = -6.82661
Position: x = -2.3998, y = -6.84134
Position: x = -2.38674, y = -6.85644
Position: x = -2.37434, y = -6.87179
Position: x = -2.36223, y = -6.88799
Position: x = -2.35071, y = -6.90421
Position: x = -2.33993, y = -6.92083
Position: x = -2.32963, y = -6.93793
Position: x = -2.31985, y = -6.95535
Position: x = -2.3108, y = -6.97297
Position: x = -2.30216, y = -6.99111
Position: x = -2.29412, y = -7.00936
Position: x = -2.28663, y = -7.0277
Position: x = -2.27975, y = -7.04629
Position: x = -2.27329, y = -7.06535
Position: x = -2.26726, y = -7.0842
Position: x = -2.26179, y = -7.10329
Position: x = -2.25671, y = -7.12282
Position: x = -2.25203, y = -7.14218
Position: x = -2.24768, y = -7.16151
Position: x = -2.2438, y = -7.18105
Position: x = -2.24025, y = -7.20081
Position: x = -2.23696, y = -7.22045
Position: x = -2.23398, y = -7.24014
Position: x = -2.23127, y = -7.25994
Position: x = -2.22888, y = -7.27996
Position: x = -2.22666, y = -7.29976
Position: x = -2.22464, y = -7.31954
Position: x = -2.2228, y = -7.33938
Position: x = -2.22115, y = -7.35926
Position: x = -2.21963, y = -7.37935
Position: x = -2.21824, y = -7.39918
Position: x = -2.21696, y = -7.41902
Position: x = -2.21577, y = -7.43886
Position: x = -2.21449, y = -7.45895
Position: x = -2.2133, y = -7.4788
Position: x = -2.21208, y = -7.49867
Position: x = -2.21093, y = -7.51847
Position: x = -2.20967, y = -7.53834
Position: x = -2.20823, y = -7.55822
Position: x = -2.2066, y = -7.57817
Position: x = -2.20494, y = -7.59796
Position: x = -2.20316, y = -7.61769
Position: x = -2.20111, y = -7.63744
Position: x = -2.19862, y = -7.65737
Position: x = -2.19603, y = -7.67709
Position: x = -2.19303, y = -7.69689
Position: x = -2.18999, y = -7.71636
Position: x = -2.18658, y = -7.73579
Position: x = -2.18258, y = -7.75536
Position: x = -2.17806, y = -7.77498
Position: x = -2.17312, y = -7.7945
Position: x = -2.16781, y = -7.81385
Position: x = -2.16212, y = -7.83299
Position: x = -2.15583, y = -7.8521
Position: x = -2.14906, y = -7.87102
Position: x = -2.14177, y = -7.88975
Position: x = -2.13399, y = -7.90822
Position: x = -2.12558, y = -7.92652
Position: x = -2.11661, y = -7.94456
Position: x = -2.10707, y = -7.96229
Position: x = -2.09692, y = -7.97971
Position: x = -2.08618, y = -7.99676
Position: x = -2.07483, y = -8.01342
Position: x = -2.06288, y = -8.02964
Position: x = -2.05031, y = -8.04538
Position: x = -2.03713, y = -8.06061
Position: x = -2.02341, y = -8.07525
Position: x = -2.00919, y = -8.08928
Position: x = -1.99472, y = -8.10245
Position: x = -1.98015, y = -8.11466
Position: x = -1.96508, y = -8.12638
Position: x = -1.94957, y = -8.13752
Position: x = -1.93376, y = -8.14798
Position: x = -1.91746, y = -8.15798
Position: x = -1.90075, y = -8.16735
Position: x = -1.8837, y = -8.17596
Position: x = -1.86629, y = -8.18408
Position: x = -1.84872, y = -8.19155
Position: x = -1.83079, y = -8.19838
Position: x = -1.81253, y = -8.20463
Position: x = -1.79392, y = -8.21024
Position: x = -1.77519, y = -8.2153
Position: x = -1.75617, y = -8.21981
Position: x = -1.73698, y = -8.22386
Position: x = -1.71747, y = -8.22719
Position: x = -1.698, y = -8.22993
Position: x = -1.6784, y = -8.23188
Position: x = -1.65882, y = -8.23315
Position: x = -1.63908, y = -8.23354
Position: x = -1.61947, y = -8.23329
Position: x = -1.59992, y = -8.23232
Position: x = -1.58037, y = -8.23056
Position: x = -1.5611, y = -8.22826
Position: x = -1.5418, y = -8.22504
Position: x = -1.52249, y = -8.22089
Position: x = -1.5033, y = -8.21625
Position: x = -1.48431, y = -8.21125
Position: x = -1.46534, y = -8.20572
Position: x = -1.44657, y = -8.19983
Position: x = -1.42787, y = -8.19334
Position: x = -1.40914, y = -8.18627
Position: x = -1.39054, y = -8.17914
Position: x = -1.37183, y = -8.17174
Position: x = -1.35337, y = -8.16445
Position: x = -1.33477, y = -8.15689
Position: x = -1.31626, y = -8.14925
Position: x = -1.29779, y = -8.14152
Position: x = -1.27948, y = -8.1338
Position: x = -1.26115, y = -8.12586
Position: x = -1.24304, y = -8.11792
Position: x = -1.22482, y = -8.1096
Position: x = -1.2068, y = -8.10117
Position: x = -1.18894, y = -8.09258
Position: x = -1.1713, y = -8.08383
Position: x = -1.15372, y = -8.07474
Position: x = -1.13643, y = -8.06551
Position: x = -1.11924, y = -8.05591
Position: x = -1.10229, y = -8.04605
Position: x = -1.08559, y = -8.03587
Position: x = -1.06914, y = -8.02539
Position: x = -1.05296, y = -8.01454
Position: x = -1.037, y = -8.00326
Position: x = -1.02139, y = -7.99163
Position: x = -1.00625, y = -7.97975
Position: x = -0.991428, y = -7.96741
Position: x = -0.976968, y = -7.95464
Position: x = -0.962972, y = -7.94148
Position: x = -0.949405, y = -7.92789
Position: x = -0.936328, y = -7.91388
Position: x = -0.923905, y = -7.89953
Position: x = -0.911862, y = -7.88463
Position: x = -0.900359, y = -7.86935
Position: x = -0.88941, y = -7.85381
Position: x = -0.878767, y = -7.83772
Position: x = -0.868651, y = -7.82135
Position: x = -0.859055, y = -7.80469
Position: x = -0.849804, y = -7.78771
Position: x = -0.841109, y = -7.77074
Position: x = -0.833027, y = -7.75396
Position: x = -0.825445, y = -7.73742
Position: x = -0.818379, y = -7.7212
Position: x = -0.812042, y = -7.70541
Position: x = -0.8061, y = -7.69005
Position: x = -0.800529, y = -7.67488
Position: x = -0.795477, y = -7.66027
Position: x = -0.790814, y = -7.64608
Position: x = -0.786443, y = -7.63233
Position: x = -0.782389, y = -7.6191
Position: x = -0.778648, y = -7.60631
Position: x = -0.77529, y = -7.59397
Position: x = -0.772169, y = -7.58215
Position: x = -0.769192, y = -7.57088
Position: x = -0.766489, y = -7.55994
Position: x = -0.763839, y = -7.54911
Position: x = -0.761223, y = -7.53795
Position: x = -0.758607, y = -7.52638
Position: x = -0.755889, y = -7.51461
Position: x = -0.753201, y = -7.50268
Position: x = -0.750335, y = -7.4902
Position: x = -0.747557, y = -7.47774
Position: x = -0.744627, y = -7.46487
Position: x = -0.74156, y = -7.45175
Position: x = -0.738422, y = -7.43846
Position: x = -0.73495, y = -7.42474
Position: x = -0.731607, y = -7.41107
Position: x = -0.727727, y = -7.3969
Position: x = -0.723591, y = -7.3825
Position: x = -0.719229, y = -7.3679
Position: x = -0.714596, y = -7.35313
Position: x = -0.709544, y = -7.33808
Position: x = -0.704266, y = -7.32298
Position: x = -0.698507, y = -7.3076
Position: x = -0.692315, y = -7.29204
Position: x = -0.685707, y = -7.27638
Position: x = -0.678728, y = -7.26071
Position: x = -0.671164, y = -7.24485
Position: x = -0.663031, y = -7.22887
Position: x = -0.654354, y = -7.21286
Position: x = -0.645108, y = -7.19685
Position: x = -0.63526, y = -7.18086
Position: x = -0.624773, y = -7.1649
Position: x = -0.613645, y = -7.14904
Position: x = -0.601857, y = -7.13333
Position: x = -0.5894, y = -7.11782
Position: x = -0.576231, y = -7.10253
Position: x = -0.562435, y = -7.08761
Position: x = -0.54812, y = -7.07323
Position: x = -0.53323, y = -7.05937
Position: x = -0.518109, y = -7.04624
Position: x = -0.502705, y = -7.03381
Position: x = -0.486747, y = -7.02199
Position: x = -0.470264, y = -7.01067
Position: x = -0.453585, y = -7.00012
Position: x = -0.436115, y = -6.9901
Position: x = -0.418665, y = -6.98074
Position: x = -0.400812, y = -6.97221
Position: x = -0.382453, y = -6.96429
Position: x = -0.364051, y = -6.9571
Position: x = -0.345334, y = -6.95055
Position: x = -0.326255, y = -6.9444
Position: x = -0.307134, y = -6.93891
Position: x = -0.287905, y = -6.93392
Position: x = -0.268383, y = -6.92949
Position: x = -0.248787, y = -6.92548
Position: x = -0.229074, y = -6.92182
Position: x = -0.209112, y = -6.9186
Position: x = -0.188829, y = -6.9158
Position: x = -0.168679, y = -6.91347
Position: x = -0.14841, y = -6.9118
Position: x = -0.128064, y = -6.91083
Position: x = -0.10773, y = -6.91058
Position: x = -0.0874152, y = -6.91109
Position: x = -0.0670065, y = -6.91251
Position: x = -0.0469287, y = -6.91445
Position: x = -0.0269244, y = -6.91715
Position: x = -0.00699551, y = -6.92064
Position: x = 0.012919, y = -6.92504
Position: x = 0.0324281, y = -6.92995
Position: x = 0.0516198, y = -6.93547
Position: x = 0.0706548, y = -6.94178
Position: x = 0.0896186, y = -6.94899
Position: x = 0.108091, y = -6.9567
Position: x = 0.126124, y = -6.96497
Position: x = 0.144158, y = -6.97426
Position: x = 0.16165, y = -6.98399
Position: x = 0.178592, y = -6.9942
Position: x = 0.19523, y = -7.00518
Position: x = 0.211539, y = -7.01682
Position: x = 0.227231, y = -7.02897
Position: x = 0.242558, y = -7.04182
Position: x = 0.257265, y = -7.0551
Position: x = 0.271242, y = -7.06853
Position: x = 0.285158, y = -7.08313
Position: x = 0.298389, y = -7.09797
Position: x = 0.310995, y = -7.11316
Position: x = 0.323299, y = -7.12895
Position: x = 0.334822, y = -7.1446
Position: x = 0.345447, y = -7.15994
Position: x = 0.355437, y = -7.17533
Position: x = 0.364859, y = -7.19056
Position: x = 0.37352, y = -7.20552
Position: x = 0.381601, y = -7.22027
Position: x = 0.389252, y = -7.23489
Position: x = 0.396542, y = -7.24969
Position: x = 0.403477, y = -7.26471
Position: x = 0.410233, y = -7.28004
Position: x = 0.416685, y = -7.29529
Position: x = 0.422602, y = -7.31013
Position: x = 0.428126, y = -7.32459
Position: x = 0.433302, y = -7.33856
Position: x = 0.438087, y = -7.35205
Position: x = 0.442477, y = -7.36499
Position: x = 0.4465, y = -7.37753
Position: x = 0.450486, y = -7.39014
Position: x = 0.454433, y = -7.40287
Position: x = 0.458287, y = -7.41583
Position: x = 0.462044, y = -7.42898
Position: x = 0.46586, y = -7.44243
Position: x = 0.469696, y = -7.45597
Position: x = 0.473546, y = -7.4698
Position: x = 0.477374, y = -7.48369
Position: x = 0.481239, y = -7.49776
Position: x = 0.485171, y = -7.51202
Position: x = 0.489323, y = -7.52659
Position: x = 0.493512, y = -7.54114
Position: x = 0.497832, y = -7.5559
Position: x = 0.502315, y = -7.57081
Position: x = 0.507011, y = -7.58589
Position: x = 0.512003, y = -7.60117
Position: x = 0.517135, y = -7.61647
Position: x = 0.522618, y = -7.63196
Position: x = 0.528262, y = -7.64744
Position: x = 0.534322, y = -7.66311
Position: x = 0.540701, y = -7.67883
Position: x = 0.547503, y = -7.69466
Position: x = 0.554645, y = -7.71049
Position: x = 0.56222, y = -7.72637
Position: x = 0.570274, y = -7.74229
Position: x = 0.57876, y = -7.75817
Position: x = 0.587704, y = -7.77397
Position: x = 0.597161, y = -7.78973
Position: x = 0.607194, y = -7.80543
Position: x = 0.617767, y = -7.821
Position: x = 0.628897, y = -7.8364
Position: x = 0.640615, y = -7.85163
Position: x = 0.652921, y = -7.86661
Position: x = 0.665822, y = -7.88131
Position: x = 0.679331, y = -7.89568
Position: x = 0.693463, y = -7.90969
Position: x = 0.708231, y = -7.92329
Position: x = 0.723589, y = -7.93638
Position: x = 0.739449, y = -7.94886
Position: x = 0.755784, y = -7.96069
Position: x = 0.772571, y = -7.97186
Position: x = 0.789782, y = -7.98237
Position: x = 0.807391, y = -7.99218
Position: x = 0.825369, y = -8.00128
Position: x = 0.84361, y = -8.00959
Position: x = 0.862018, y = -8.01701
Position: x = 0.880227, y = -8.02337
Position: x = 0.898431, y = -8.02907
Position: x = 0.916952, y = -8.03411
Position: x = 0.935719, y = -8.03856
Position: x = 0.954692, y = -8.04245
Position: x = 0.973812, y = -8.04577
Position: x = 0.993203, y = -8.04857
Position: x = 1.01266, y = -8.05092
Position: x = 1.0323, y = -8.05255
Position: x = 1.05192, y = -8.05352
Position: x = 1.07151, y = -8.05378
Position: x = 1.09112, y = -8.05329
Position: x = 1.1107, y = -8.05206
Position: x = 1.13013, y = -8.05018
Position: x = 1.14952, y = -8.04751
Position: x = 1.16873, y = -8.04419
Position: x = 1.1878, y = -8.04015
Position: x = 1.20664, y = -8.03546
Position: x = 1.22529, y = -8.03007
Position: x = 1.24368, y = -8.02402
Position: x = 1.26181, y = -8.01731
Position: x = 1.27969, y = -8.00991
Position: x = 1.29723, y = -8.00188
Position: x = 1.31446, y = -7.9932
Position: x = 1.33133, y = -7.9839
Position: x = 1.34778, y = -7.97402
Position: x = 1.36385, y = -7.96353
Position: x = 1.37951, y = -7.95245
Position: x = 1.39474, y = -7.94082
Position: x = 1.40947, y = -7.92865
Position: x = 1.4238, y = -7.91586
Position: x = 1.43756, y = -7.90264
Position: x = 1.45078, y = -7.88889
Position: x = 1.46349, y = -7.87471
Position: x = 1.47569, y = -7.86003
Position: x = 1.48728, y = -7.84482
Position: x = 1.49833, y = -7.82922
Position: x = 1.50593, y = -7.81785
Position: x = 1.50998, y = -7.81167
Position: x = 1.51099, y = -7.81005
Position: x = 1.51091, y = -7.81
Position: x = 1.51082, y = -7.80996
Position: x = 1.51074, y = -7.80991
Position: x = 1.51066, y = -7.80987
Position: x = 1.51075, y = -7.80958
Position: x = 1.51116, y = -7.80883
Position: x = 1.51198, y = -7.80753
Position: x = 1.51313, y = -7.80573
Position: x = 1.51463, y = -7.80343
Position: x = 1.51647, y = -7.80065
Position: x = 1.51858, y = -7.79732
Position: x = 1.52091, y = -7.79329
Position: x = 1.52365, y = -7.78892
Position: x = 1.52651, y = -7.78383
Position: x = 1.52962, y = -7.7782
Position: x = 1.53299, y = -7.77195
Position: x = 1.53653, y = -7.76506
Position: x = 1.5403, y = -7.75772
Position: x = 1.54407, y = -7.7496
Position: x = 1.5479, y = -7.74073
Position: x = 1.55189, y = -7.73125
Position: x = 1.55603, y = -7.72121
Position: x = 1.5601, y = -7.7105
Position: x = 1.56409, y = -7.69903
Position: x = 1.56804, y = -7.68685
Position: x = 1.5718, y = -7.67386
Position: x = 1.57545, y = -7.66027
Position: x = 1.57889, y = -7.64595
Position: x = 1.58211, y = -7.63081
Position: x = 1.58508, y = -7.61495
Position: x = 1.58769, y = -7.5983
Position: x = 1.58995, y = -7.58093
Position: x = 1.59192, y = -7.56283
Position: x = 1.59345, y = -7.54391
Position: x = 1.59432, y = -7.52446
Position: x = 1.59447, y = -7.50488
Position: x = 1.59389, y = -7.4853
Position: x = 1.59264, y = -7.46583
Position: x = 1.59068, y = -7.44644
Position: x = 1.58791, y = -7.42705
Position: x = 1.58457, y = -7.40793
Position: x = 1.58045, y = -7.3889
Position: x = 1.57569, y = -7.37009
Position: x = 1.57023, y = -7.35148
Position: x = 1.56409, y = -7.33309
Position: x = 1.55728, y = -7.31496
Position: x = 1.54986, y = -7.29717
Position: x = 1.54181, y = -7.2797
Position: x = 1.53308, y = -7.26251
Position: x = 1.52371, y = -7.24567
Position: x = 1.51376, y = -7.22924
Position: x = 1.50322, y = -7.21322
Position: x = 1.49211, y = -7.19764
Position: x = 1.48051, y = -7.18259
Position: x = 1.46826, y = -7.16787
Position: x = 1.45546, y = -7.15364
Position: x = 1.44216, y = -7.13995
Position: x = 1.42833, y = -7.12674
Position: x = 1.41409, y = -7.11415
Position: x = 1.39944, y = -7.10215
Position: x = 1.38419, y = -7.09057
Position: x = 1.36857, y = -7.07964
Position: x = 1.35251, y = -7.06936
Position: x = 1.33608, y = -7.05964
Position: x = 1.31941, y = -7.05064
Position: x = 1.30228, y = -7.04224
Position: x = 1.28481, y = -7.03442
Position: x = 1.26709, y = -7.02736
Position: x = 1.2491, y = -7.02098
Position: x = 1.23083, y = -7.01523
Position: x = 1.21254, y = -7.01006
Position: x = 1.19374, y = -7.00577
Position: x = 1.17488, y = -7.00198
Position: x = 1.15581, y = -6.99882
Position: x = 1.13665, y = -6.99625
Position: x = 1.11741, y = -6.9942
Position: x = 1.09798, y = -6.99275
Position: x = 1.07858, y = -6.99175
Position: x = 1.05902, y = -6.99159
Position: x = 1.03952, y = -6.9921
Position: x = 1.02004, y = -6.99335
Position: x = 1.0007, y = -6.99525
Position: x = 0.981365, y = -6.99793
Position: x = 0.962213, y = -7.00122
Position: x = 0.943168, y = -7.00521
Position: x = 0.924317, y = -7.00982
Position: x = 0.90566, y = -7.01511
Position: x = 0.887239, y = -7.02107
Position: x = 0.869068, y = -7.0277
Position: x = 0.851208, y = -7.03496
Position: x = 0.833611, y = -7.04291
Position: x = 0.816262, y = -7.05158
Position: x = 0.799316, y = -7.06085
Position: x = 0.782858, y = -7.07063
Position: x = 0.766763, y = -7.08103
Position: x = 0.751064, y = -7.09205
Position: x = 0.735804, y = -7.10365
Position: x = 0.721013, y = -7.1158
Position: x = 0.707821, y = -7.12747
Position: x = 0.69954, y = -7.13519
Position: x = 0.695581, y = -7.13882
Position: x = 0.69522, y = -7.13922
Position: x = 0.695279, y = -7.13929
Position: x = 0.695338, y = -7.13935
Position: x = 0.695397, y = -7.13942
Position: x = 0.695456, y = -7.13949
Position: x = 0.695516, y = -7.13955
Position: x = 0.695575, y = -7.13962
Position: x = 0.695634, y = -7.13969
Position: x = 0.695693, y = -7.13975
Position: x = 0.695753, y = -7.13982
Position: x = 0.695812, y = -7.13989
Position: x = 0.695872, y = -7.13995
Position: x = 0.695932, y = -7.14002
Position: x = 0.695991, y = -7.14009
Position: x = 0.696051, y = -7.14015
Position: x = 0.696111, y = -7.14022
Position: x = 0.696171, y = -7.14028
Position: x = 0.696232, y = -7.14035
Position: x = 0.696292, y = -7.14042
Position: x = 0.696352, y = -7.14048
Position: x = 0.696413, y = -7.14055
Position: x = 0.696474, y = -7.14061
Position: x = 0.696534, y = -7.14068
Position: x = 0.696595, y = -7.14075
Position: x = 0.696656, y = -7.14081
Position: x = 0.696718, y = -7.14088
Position: x = 0.696779, y = -7.14095
Position: x = 0.696841, y = -7.14101
Position: x = 0.696903, y = -7.14108
Position: x = 0.696965, y = -7.14114
Position: x = 0.697027, y = -7.14121
Position: x = 0.697089, y = -7.14128
Position: x = 0.697151, y = -7.14134
Position: x = 0.697213, y = -7.14141
Position: x = 0.697275, y = -7.14148
Position: x = 0.697338, y = -7.14154
Position: x = 0.6974, y = -7.14161
Position: x = 0.697463, y = -7.14167
Position: x = 0.697526, y = -7.14174
Position: x = 0.697588, y = -7.14181
Position: x = 0.697651, y = -7.14187
Position: x = 0.697714, y = -7.14194
Position: x = 0.697777, y = -7.142
Position: x = 0.69784, y = -7.14207
Position: x = 0.697904, y = -7.14214
Position: x = 0.697967, y = -7.1422
Position: x = 0.69803, y = -7.14227
Position: x = 0.698082, y = -7.14234
Position: x = 0.698135, y = -7.14241
Position: x = 0.698188, y = -7.14248
Position: x = 0.69824, y = -7.14255
Position: x = 0.698292, y = -7.14262
Position: x = 0.698342, y = -7.1427
Position: x = 0.698392, y = -7.14277
Position: x = 0.698442, y = -7.14284
Position: x = 0.698492, y = -7.14292
Position: x = 0.698542, y = -7.14299
Position: x = 0.698593, y = -7.14306
Position: x = 0.698643, y = -7.14314
Position: x = 0.698693, y = -7.14321
Position: x = 0.698744, y = -7.14328
Position: x = 0.698794, y = -7.14336
Position: x = 0.698845, y = -7.14343
Position: x = 0.698896, y = -7.1435
Position: x = 0.698947, y = -7.14358
Position: x = 0.698997, y = -7.14365
Position: x = 0.699048, y = -7.14372
Position: x = 0.699099, y = -7.1438
Position: x = 0.69915, y = -7.14387
Position: x = 0.699201, y = -7.14394
Position: x = 0.699253, y = -7.14401
Position: x = 0.699304, y = -7.14409
Position: x = 0.699355, y = -7.14416
Position: x = 0.699406, y = -7.14423
Position: x = 0.699458, y = -7.14431
Position: x = 0.699509, y = -7.14438
Position: x = 0.699561, y = -7.14445
Position: x = 0.699612, y = -7.14453
Position: x = 0.699664, y = -7.1446
Position: x = 0.699716, y = -7.14467
Position: x = 0.699767, y = -7.14475
Position: x = 0.699819, y = -7.14482
Position: x = 0.699871, y = -7.14489
Position: x = 0.699923, y = -7.14497
Position: x = 0.699976, y = -7.14504
Position: x = 0.700028, y = -7.14511
Position: x = 0.70008, y = -7.14519
Position: x = 0.700132, y = -7.14526
Position: x = 0.700185, y = -7.14533
Position: x = 0.700237, y = -7.1454
Position: x = 0.70029, y = -7.14548
Position: x = 0.700343, y = -7.14555
Position: x = 0.700395, y = -7.14562
Position: x = 0.700448, y = -7.1457
Position: x = 0.700501, y = -7.14577
Position: x = 0.700554, y = -7.14584
Position: x = 0.700607, y = -7.14592
Position: x = 0.70066, y = -7.14599
Position: x = 0.700713, y = -7.14606
Position: x = 0.700766, y = -7.14613
Position: x = 0.70082, y = -7.14621
Position: x = 0.700873, y = -7.14628
Position: x = 0.700927, y = -7.14635
Position: x = 0.70098, y = -7.14643
Position: x = 0.701034, y = -7.1465
Position: x = 0.701088, y = -7.14657
Position: x = 0.701141, y = -7.14664
Position: x = 0.701195, y = -7.14672
Position: x = 0.701249, y = -7.14679
Position: x = 0.700924, y = -7.14724
Position: x = 0.700103, y = -7.14817
Position: x = 0.698831, y = -7.14952
Position: x = 0.697101, y = -7.15131
Position: x = 0.694884, y = -7.15354
Position: x = 0.692139, y = -7.15627
Position: x = 0.688927, y = -7.15945
Position: x = 0.685248, y = -7.16307
Position: x = 0.681083, y = -7.16714
Position: x = 0.676345, y = -7.17167
Position: x = 0.671048, y = -7.17658
Position: x = 0.665141, y = -7.18189
Position: x = 0.658625, y = -7.18755
Position: x = 0.651465, y = -7.19354
Position: x = 0.643612, y = -7.19986
Position: x = 0.635091, y = -7.20642
Position: x = 0.625855, y = -7.21322
Position: x = 0.615922, y = -7.22019
Position: x = 0.605195, y = -7.22733
Position: x = 0.593725, y = -7.23454
Position: x = 0.581488, y = -7.24179
Position: x = 0.568443, y = -7.24903
Position: x = 0.554539, y = -7.25622
Position: x = 0.539768, y = -7.26331
Position: x = 0.524167, y = -7.2702
Position: x = 0.50773, y = -7.27683
Position: x = 0.490389, y = -7.28315
Position: x = 0.472155, y = -7.28908
Position: x = 0.453061, y = -7.29453
